SURVEY_TITLE,MAJOR_FUNCTION,FUNCTION,SUB_FUNCTION,CODE,CAREER_STREAM,CAREER_LEVEL_TITLE,LEVEL_CODE,FAMILY_TITLE,SUB-FAMILY_TITLE,UNIVERSAL_NAVIGATION_GROUP_TITLE,SPECIALIZATION_CODE,SPECIALIZATION_TITLE,INDUSTRY,FUNCTION,DEPARTMENT,CAREER_STREAM_LEVEL,LIBRARY_JOB_CODE,LIBRARY_JOB_TITLE,DUMMY_ID
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Fellow,P8,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P60,ITC.04.006.P60,IT Business Systems Analysis - Pre-eminent Professional (P6),2008
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Strategist,P7,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P60,ITC.04.006.P60,IT Business Systems Analysis - Pre-eminent Professional (P6),2009
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Advisory,P6,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P50,ITC.04.006.P50,IT Business Systems Analysis - Expert Professional (P5),2010
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Expert,P5,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P50,ITC.04.006.P50,IT Business Systems Analysis - Expert Professional (P5),2011
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Mastery,P4,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P40,ITC.04.006.P40,IT Business Systems Analysis - Specialist Professional (P4),2012
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Proficiency,P3,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P30,ITC.04.006.P30,IT Business Systems Analysis - Senior Professional (P3),2013
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Developing,P2,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P20,ITC.04.006.P20,IT Business Systems Analysis - Experienced Professional (P2),2014
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Professional,Entry,P1,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,P10,ITC.04.006.P10,IT Business Systems Analysis - Entry Professional (P1),2015
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Support,Unknown,SX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,,,,2016
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Support,Specialist,S5,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,,,,2017
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Support,Advanced,S4,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S40,ITC.04.999.S40,Other IT Business Systems Analysts - Specialist Para-Professional (S4),2018
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Support,Skilled,S3,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S30,ITC.04.999.S30,Other IT Business Systems Analysts - Senior Para-Professional (S3),2019
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Support,Proficient,S2,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S20,ITC.04.999.S20,Other IT Business Systems Analysts - Experienced Para-Professional (S2),2020
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Support,Associate,S1,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.999,Other IT Business Systems Analysts,Cross Industry,,,S10,ITC.04.999.S10,Other IT Business Systems Analysts - Entry Para-Professional (S1),2021
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Unknown,Unknown,XX,,,,,,,,,,,,2022
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Executive,Unknown,EX,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,Sub-Function Head,ITC.04.006.Sub-Function Head,IT Business Systems Analysis - Sub-Function Head,2023
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1","IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,Sub-Function Head,ITC.04.006.Sub-Function Head,IT Business Systems Analysis - Sub-Function Head,2024
2021 Comptryx,General & Administrative,Information Technology,Business Systems Analysis,AIS,Management,Senior Director,M6,"IT, Telecom & Internet",IT Business Systems Analysts,,ITC.04.006,IT Business Systems Analysis,Cross Industry,Information Technology,Analysis & Design,Sub-Function Head,ITC.04.006.Sub-Function Head,IT Business Systems Analysis - Sub-Function Head,2025
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Executive,Unknown,EX,,,,,,,,,,,,2026
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Executive,"Officer, EVP, SVP, VP","E4,E3,E2,E1",,,,,,,,,,,,2027
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Management,Unknown,MX,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,,,,2028
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Management,Senior Director,M6,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,,,,2029
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Management,Director,M5,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,M50,ITC.05.008.M50,Telecommunications Systems Software Programming - Senior Manager II (M5),2030
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Management,Senior Manager,M4,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,M40,ITC.05.008.M40,Telecommunications Systems Software Programming - Senior Manager (M4),2031
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Management,Manager,M3,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,M30,ITC.05.008.M30,Telecommunications Systems Software Programming - Manager (M3),2032
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Management,Senior Supervisor,M2,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,M20,ITC.05.008.M20,Telecommunications Systems Software Programming - Team Leader (Professionals) (M2),2033
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Management,Supervisor,M1,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,,,,2034
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Unknown,PX,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,,,,2035
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Fellow,P8,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,,,,2036
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Strategist,P7,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,,,,2037
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Advisory,P6,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,P50,ITC.05.008.P50,Telecommunications Systems Software Programming - Expert Professional (P5),2038
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Expert,P5,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,P50,ITC.05.008.P50,Telecommunications Systems Software Programming - Expert Professional (P5),2039
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Mastery,P4,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,P40,ITC.05.008.P40,Telecommunications Systems Software Programming - Specialist Professional (P4),2040
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Proficiency,P3,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,P30,ITC.05.008.P30,Telecommunications Systems Software Programming - Senior Professional (P3),2041
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Developing,P2,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,P20,ITC.05.008.P20,Telecommunications Systems Software Programming - Experienced Professional (P2),2042
2021 Comptryx,General & Administrative,Information Technology,Telecommunications Engineering,AIT,Professional,Entry,P1,"IT, Telecom & Internet",IT Systems Configuration & Programming,,ITC.05.008,Telecommunications Systems Software Programming,Cross Industry,Information Technology,Configuration & Programming,P10,ITC.05.008.P10,Telecommunications Systems Software Programming - Entry Professional (P1),2043
